Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
56,tt0104029,2025-06-11,2025-06-11,,"Cronos","Cronos",https://www.imdb.com/title/tt0104029/,Movie,6.7,94,1992,"Drama, Fantasy, Horror, Thriller",35165,1994-05,"Guillermo del Toro",,
57,tt10219406,2025-06-11,2025-06-11,,"Land of Ashes","Ceniza negra",https://www.imdb.com/title/tt10219406/,Movie,6.1,82,2019,"Drama",407,2020-03-04,"Sofía Quirós",,
58,tt0407246,2025-06-11,2025-06-11,,"Duck Season","Temporada de patos",https://www.imdb.com/title/tt0407246/,Movie,7.2,90,2004,"Comedy, Drama",4983,2004-10-22,"Fernando Eimbcke",,
59,tt0464141,2025-06-11,2025-06-11,,"The Orphanage","El orfanato",https://www.imdb.com/title/tt0464141/,Movie,7.4,105,2007,"Drama, Horror, Mystery, Thriller",168654,2008-01-11,"J.A. Bayona",,
60,tt0275491,2025-06-11,2025-06-11,,"Bad Education","La mala educación",https://www.imdb.com/title/tt0275491/,Movie,7.4,106,2004,"Crime, Drama",65334,2005-02-11,"Pedro Almodóvar",8,2021-08-20
61,tt1502396,2025-06-11,2025-06-11,,"Alamar","Alamar",https://www.imdb.com/title/tt1502396/,Movie,7.2,73,2009,"Documentary, Drama",2754,2010-07-14,"Pedro González-Rubio",,
62,tt0055601,2025-06-11,2025-06-11,,"Viridiana","Viridiana",https://www.imdb.com/title/tt0055601/,Movie,8.0,91,1961,"Drama",27542,1962-03-19,"Luis Buñuel",8,2025-08-16
63,tt1911600,2025-06-11,2025-06-11,,"Miss Bala","Miss Bala",https://www.imdb.com/title/tt1911600/,Movie,6.5,113,2011,"Action, Crime, Drama, Thriller",9618,2011-09-09,"Gerardo Naranjo",,
64,tt0089276,2025-06-11,2025-06-11,,"The Official Story","La historia oficial",https://www.imdb.com/title/tt0089276/,Movie,7.7,112,1985,"Drama, History",11516,1985-11-08,"Luis Puenzo",10,2025-08-05
65,tt1437358,2025-06-11,2025-06-11,,"Sleep Tight","Mientras duermes",https://www.imdb.com/title/tt1437358/,Movie,7.2,102,2011,"Crime, Drama, Thriller",49095,2011-10-14,"Jaume Balagueró",,
